[2024-12-20T10:21:09.091247+00:00] main.INFO: Source table payment_services_order_status_data_production_submitted_hash does not exist. Skipping data migration... [] []
[2024-12-20T10:21:12.218481+00:00] main.INFO: {"feed":"undefined","operation":"undefined","status":"Setting mode Update On Schedule for indexer Sales Order Feed","elapsed":"967 ms","pid":"53","caller":"bin\/magento setup:install --db-host=db --db-name=magento --db-user=magento --db-password=magento"} [] []
[2024-12-20T10:21:12.504374+00:00] main.INFO: {"feed":"undefined","operation":"undefined","status":"Setting mode Update On Schedule for indexer Sales Order Statuses Feed","elapsed":"00:00:00 253 ms","pid":"53","caller":"bin\/magento setup:install --db-host=db --db-name=magento --db-user=magento --db-password=magento"} [] []
[2024-12-20T10:21:12.683291+00:00] main.INFO: {"feed":"undefined","operation":"undefined","status":"Setting mode Update On Schedule for indexer Stores Feed","elapsed":"00:00:00 432 ms","pid":"53","caller":"bin\/magento setup:install --db-host=db --db-name=magento --db-user=magento --db-password=magento"} [] []
[2024-12-20T10:21:13.819691+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["CONFIG"],"mode":"matchingTag"}} []
[2024-12-20T10:21:21.389880+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2024-12-20T10:21:21.392366+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2024-12-20T10:21:21.393148+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2024-12-20T10:21:21.393700+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2024-12-20T10:21:21.395334+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ATTRIBUTE_36","FPC"],"mode":"matchingTag"}} []
[2024-12-20T10:21:21.395508+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ENTITY_TYPES_CUSTOMER_ADDRESS_ENTITY","FPC"],"mode":"matchingTag"}} []
[2024-12-20T10:21:21.395653+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_FORM_adminhtml_customer_address_FORM","FPC"],"mode":"matchingTag"}} []
[2024-12-20T10:21:21.395813+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_FORM_customer_address_edit_FORM","FPC"],"mode":"matchingTag"}} []
[2024-12-20T10:21:21.395947+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_FORM_customer_register_address_FORM","FPC"],"mode":"matchingTag"}} []
[2024-12-20T10:21:21.396073+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ATTRIBUTE_customer_address_vat_id","FPC"],"mode":"matchingTag"}} []
[2024-12-20T10:21:21.398450+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2024-12-20T10:21:21.402993+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2024-12-20T10:21:21.417761+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ATTRIBUTE_21","FPC"],"mode":"matchingTag"}} []
[2024-12-20T10:21:21.418018+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ATTRIBUTE_customer_disable_auto_group_change","FPC"],"mode":"matchingTag"}} []
[2024-12-20T10:21:21.418934+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ATTRIBUTE_36","FPC"],"mode":"matchingTag"}} []
[2024-12-20T10:21:21.419136+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ATTRIBUTE_customer_address_vat_id","FPC"],"mode":"matchingTag"}} []
[2024-12-20T10:21:21.444229+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2024-12-20T10:21:21.447251+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2024-12-20T10:21:21.447889+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2024-12-20T10:21:21.448385+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2024-12-20T10:21:21.451186+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ATTRIBUTE_1","FPC"],"mode":"matchingTag"}} []
[2024-12-20T10:21:21.451459+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ENTITY_TYPES_CUSTOMER_ENTITY","FPC"],"mode":"matchingTag"}} []
[2024-12-20T10:21:21.451670+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_FORM_adminhtml_customer_FORM","FPC"],"mode":"matchingTag"}} []
[2024-12-20T10:21:21.451900+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ATTRIBUTE_customer_website_id","FPC"],"mode":"matchingTag"}} []
[2024-12-20T10:21:21.460046+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2024-12-20T10:21:21.461630+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2024-12-20T10:21:21.462112+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2024-12-20T10:21:21.462427+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2024-12-20T10:21:21.464813+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ATTRIBUTE_3","FPC"],"mode":"matchingTag"}} []
[2024-12-20T10:21:21.465139+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ENTITY_TYPES_CUSTOMER_ENTITY","FPC"],"mode":"matchingTag"}} []
[2024-12-20T10:21:21.465461+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_FORM_adminhtml_customer_FORM","FPC"],"mode":"matchingTag"}} []
[2024-12-20T10:21:21.465734+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ATTRIBUTE_customer_created_in","FPC"],"mode":"matchingTag"}} []
[2024-12-20T10:21:21.476794+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2024-12-20T10:21:21.478526+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2024-12-20T10:21:21.479132+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2024-12-20T10:21:21.479526+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2024-12-20T10:21:21.482244+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ATTRIBUTE_9","FPC"],"mode":"matchingTag"}} []
[2024-12-20T10:21:21.482536+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ENTITY_TYPES_CUSTOMER_ENTITY","FPC"],"mode":"matchingTag"}} []
[2024-12-20T10:21:21.482749+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_FORM_adminhtml_checkout_FORM","FPC"],"mode":"matchingTag"}} []
[2024-12-20T10:21:21.483007+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_FORM_adminhtml_customer_FORM","FPC"],"mode":"matchingTag"}} []
[2024-12-20T10:21:21.483286+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_FORM_checkout_register_FORM","FPC"],"mode":"matchingTag"}} []
[2024-12-20T10:21:21.483505+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_FORM_customer_account_create_FORM","FPC"],"mode":"matchingTag"}} []
[2024-12-20T10:21:21.483901+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_FORM_customer_account_edit_FORM","FPC"],"mode":"matchingTag"}} []
[2024-12-20T10:21:21.484133+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ATTRIBUTE_customer_email","FPC"],"mode":"matchingTag"}} []
[2024-12-20T10:21:21.493842+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2024-12-20T10:21:21.495364+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2024-12-20T10:21:21.495757+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2024-12-20T10:21:21.496042+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2024-12-20T10:21:21.498478+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ATTRIBUTE_10","FPC"],"mode":"matchingTag"}} []
[2024-12-20T10:21:21.498710+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ENTITY_TYPES_CUSTOMER_ENTITY","FPC"],"mode":"matchingTag"}} []
[2024-12-20T10:21:21.498925+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_FORM_adminhtml_checkout_FORM","FPC"],"mode":"matchingTag"}} []
[2024-12-20T10:21:21.499105+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_FORM_adminhtml_customer_FORM","FPC"],"mode":"matchingTag"}} []
[2024-12-20T10:21:21.499286+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ATTRIBUTE_customer_group_id","FPC"],"mode":"matchingTag"}} []
[2024-12-20T10:21:21.512829+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2024-12-20T10:21:21.514381+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2024-12-20T10:21:21.515796+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2024-12-20T10:21:21.516161+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2024-12-20T10:21:21.518634+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ATTRIBUTE_11","FPC"],"mode":"matchingTag"}} []
[2024-12-20T10:21:21.518952+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ENTITY_TYPES_CUSTOMER_ENTITY","FPC"],"mode":"matchingTag"}} []
[2024-12-20T10:21:21.519203+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_FORM_adminhtml_checkout_FORM","FPC"],"mode":"matchingTag"}} []
[2024-12-20T10:21:21.519419+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_FORM_adminhtml_customer_FORM","FPC"],"mode":"matchingTag"}} []
[2024-12-20T10:21:21.519647+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_FORM_checkout_register_FORM","FPC"],"mode":"matchingTag"}} []
[2024-12-20T10:21:21.519877+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_FORM_customer_account_create_FORM","FPC"],"mode":"matchingTag"}} []
[2024-12-20T10:21:21.520098+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_FORM_customer_account_edit_FORM","FPC"],"mode":"matchingTag"}} []
[2024-12-20T10:21:21.520314+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ATTRIBUTE_customer_dob","FPC"],"mode":"matchingTag"}} []
[2024-12-20T10:21:21.527760+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2024-12-20T10:21:21.529781+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2024-12-20T10:21:21.530459+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2024-12-20T10:21:21.530872+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2024-12-20T10:21:21.534350+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ATTRIBUTE_17","FPC"],"mode":"matchingTag"}} []
[2024-12-20T10:21:21.534639+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ENTITY_TYPES_CUSTOMER_ENTITY","FPC"],"mode":"matchingTag"}} []
[2024-12-20T10:21:21.534880+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_FORM_adminhtml_checkout_FORM","FPC"],"mode":"matchingTag"}} []
[2024-12-20T10:21:21.535126+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_FORM_adminhtml_customer_FORM","FPC"],"mode":"matchingTag"}} []
[2024-12-20T10:21:21.535367+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_FORM_checkout_register_FORM","FPC"],"mode":"matchingTag"}} []
[2024-12-20T10:21:21.535595+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_FORM_customer_account_create_FORM","FPC"],"mode":"matchingTag"}} []
[2024-12-20T10:21:21.535866+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_FORM_customer_account_edit_FORM","FPC"],"mode":"matchingTag"}} []
[2024-12-20T10:21:21.536056+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ATTRIBUTE_customer_taxvat","FPC"],"mode":"matchingTag"}} []
[2024-12-20T10:21:21.544399+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2024-12-20T10:21:21.550811+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2024-12-20T10:21:21.551674+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2024-12-20T10:21:21.552094+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2024-12-20T10:21:21.554715+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ATTRIBUTE_18","FPC"],"mode":"matchingTag"}} []
[2024-12-20T10:21:21.554976+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ENTITY_TYPES_CUSTOMER_ENTITY","FPC"],"mode":"matchingTag"}} []
[2024-12-20T10:21:21.555168+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ATTRIBUTE_customer_confirmation","FPC"],"mode":"matchingTag"}} []
[2024-12-20T10:21:21.562309+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2024-12-20T10:21:21.563971+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2024-12-20T10:21:21.564530+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2024-12-20T10:21:21.565122+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ATTRIBUTE"],"mode":"matchingAnyTag"}} []
[2024-12-20T10:21:21.567910+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ATTRIBUTE_19","FPC"],"mode":"matchingTag"}} []
[2024-12-20T10:21:21.568198+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ENTITY_TYPES_CUSTOMER_ENTITY","FPC"],"mode":"matchingTag"}} []
[2024-12-20T10:21:21.568482+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_FORM_adminhtml_customer_FORM","FPC"],"mode":"matchingTag"}} []
[2024-12-20T10:21:21.568775+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_FORM_checkout_register_FORM","FPC"],"mode":"matchingTag"}} []
[2024-12-20T10:21:21.568983+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_FORM_customer_account_create_FORM","FPC"],"mode":"matchingTag"}} []
[2024-12-20T10:21:21.569146+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_FORM_customer_account_edit_FORM","FPC"],"mode":"matchingTag"}} []
[2024-12-20T10:21:21.569468+00:00] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http:/","invalidateInfo":{"tags":["EAV_ATTRIBUTE_customer_created_at","FPC"],"mode":"matchingTag"}} []
